ticker,entry_date,exit_date,direction,days_held,gross_return_pct
UNH,2024-01-16,2024-01-22,short,5,1.521
DIS,2024-01-17,2024-01-17,long,1,-2.9124
PYPL,2024-01-17,2024-01-19,short,3,-11.6907
MS,2024-01-17,2024-01-23,short,5,-0.969
DIS,2024-01-18,2024-01-24,short,5,-3.4939
CAT,2024-01-18,2024-01-24,short,5,-4.6446
QCOM,2024-01-19,2024-01-26,long,6,3.7374
AVGO,2024-01-19,2024-01-26,long,6,5.33
AAPL,2024-01-19,2024-01-25,long,5,2.937
PYPL,2024-01-22,2024-01-26,long,5,-6.1379
MCD,2024-01-22,2024-01-26,long,5,-2.7518
ADBE,2024-01-22,2024-01-26,long,5,0.3892
WFC,2024-01-22,2024-01-26,long,5,4.5719
NVDA,2024-01-22,2024-01-26,long,5,2.5886
TXN,2024-01-22,2024-01-26,long,5,-5.5053
PG,2024-01-24,2024-02-01,long,7,3.377
KO,2024-01-25,2024-01-31,short,5,-0.9871
NFLX,2024-01-25,2024-01-31,long,5,3.5311
CAT,2024-01-26,2024-02-01,long,5,2.3008
TSLA,2024-01-26,2024-02-01,short,5,-3.5263
UNH,2024-01-26,2024-02-01,short,5,-2.7819
BA,2024-01-26,2024-02-01,short,5,-4.1339
CSCO,2024-01-26,2024-01-31,long,4,-4.1085
INTC,2024-01-29,2024-02-02,short,5,2.3805
V,2024-01-29,2024-01-29,short,1,-2.1348
AXP,2024-01-29,2024-02-02,long,5,2.4723
CRM,2024-01-30,2024-02-05,long,5,0.0869
V,2024-01-30,2024-02-05,long,5,0.7016
BAC,2024-01-31,2024-02-06,long,5,-5.0302
GM,2024-01-31,2024-02-06,long,5,-0.3145
MSFT,2024-02-01,2024-02-07,short,5,-4.0941
CSCO,2024-02-01,2024-02-07,short,5,0.795
TMO,2024-02-01,2024-02-07,short,5,-2.5163
GOOGL,2024-02-01,2024-02-07,short,5,-3.769
QCOM,2024-02-02,2024-02-08,short,5,-4.837
ORCL,2024-02-02,2024-02-08,long,5,0.9954
WMT,2024-02-02,2024-02-08,long,5,0.6298
MA,2024-02-02,2024-02-08,long,5,-0.5771
MRK,2024-02-02,2024-02-08,long,5,0.182
KO,2024-02-02,2024-02-08,long,5,-1.8859
CVX,2024-02-05,2024-02-09,long,5,-0.7882
META,2024-02-05,2024-02-09,long,5,-1.4484
NVDA,2024-02-05,2024-02-12,long,6,9.2019
AMZN,2024-02-05,2024-02-09,long,5,1.5366
MCD,2024-02-06,2024-02-12,short,5,-1.242
F,2024-02-06,2024-02-07,short,2,-9.9391
LLY,2024-02-06,2024-02-12,long,5,4.3982
DIS,2024-02-07,2024-02-15,long,7,13.2541
ADBE,2024-02-07,2024-02-13,short,5,0.73
SBUX,2024-02-07,2024-02-13,long,5,-1.2911
F,2024-02-08,2024-02-14,long,5,-1.875
PYPL,2024-02-09,2024-02-15,short,5,-6.364
PEP,2024-02-12,2024-02-16,short,5,0.7549
MS,2024-02-14,2024-02-21,short,5,-1.8091
BLK,2024-02-14,2024-02-21,short,5,-3.4462
GS,2024-02-14,2024-02-21,short,5,-2.4993
MU,2024-02-14,2024-02-21,short,5,-0.0535
UBER,2024-02-15,2024-02-22,long,5,-1.415
NFLX,2024-02-15,2024-02-22,long,5,1.5777
GE,2024-02-15,2024-02-22,long,5,3.529
CSCO,2024-02-16,2024-02-23,short,5,0.3866
WFC,2024-02-16,2024-02-23,long,5,3.4973
JPM,2024-02-16,2024-02-23,long,5,2.2906
CVX,2024-02-16,2024-02-23,long,5,0.1295
ADBE,2024-02-20,2024-02-26,short,5,-2.578
MA,2024-02-21,2024-02-22,short,2,-4.2971
WMT,2024-02-21,2024-02-27,long,5,1.6547
KO,2024-02-21,2024-02-27,long,5,-0.5931
MU,2024-02-23,2024-03-08,long,11,13.6305
CRM,2024-02-23,2024-02-29,long,5,5.166
AVGO,2024-02-23,2024-02-29,long,5,-0.338
MA,2024-02-23,2024-02-29,long,5,0.6786
V,2024-02-23,2024-02-29,long,5,-0.3912
AMZN,2024-02-23,2024-02-29,long,5,1.2487
AMD,2024-02-23,2024-03-07,long,10,16.2323
NVDA,2024-02-23,2024-02-29,long,5,0.7308
GOOGL,2024-02-27,2024-03-04,short,5,3.0097
BRK-B,2024-02-27,2024-03-04,short,5,1.4029
UNH,2024-02-29,2024-03-06,short,5,5.3568
TXN,2024-03-01,2024-03-07,long,5,4.7451
AVGO,2024-03-04,2024-03-05,long,2,-4.0324
QCOM,2024-03-04,2024-03-14,long,9,3.2865
CVX,2024-03-05,2024-03-11,short,5,-2.0874
TSLA,2024-03-05,2024-03-11,short,5,5.541
BLK,2024-03-05,2024-03-11,long,5,-0.5021
IBM,2024-03-05,2024-03-11,long,5,-0.6889
MRK,2024-03-05,2024-03-11,short,5,1.0217
MS,2024-03-05,2024-03-06,long,2,-4.8645
AAPL,2024-03-06,2024-03-12,short,5,-1.8235
AVGO,2024-03-06,2024-03-15,short,8,7.8142
CRM,2024-03-06,2024-03-12,short,5,-2.6058
INTC,2024-03-06,2024-03-12,short,5,-5.0701
MSFT,2024-03-06,2024-03-12,short,5,-3.1465
ORCL,2024-03-06,2024-03-12,short,5,-14.313
PFE,2024-03-07,2024-03-18,long,8,1.9492
MS,2024-03-07,2024-03-13,short,5,-4.2105
GE,2024-03-08,2024-03-14,long,5,0.1502
AXP,2024-03-08,2024-03-14,long,5,-1.3204
COST,2024-03-11,2024-03-12,short,2,-1.6612
NVDA,2024-03-11,2024-03-12,short,2,-5.2967
META,2024-03-12,2024-03-18,short,5,-2.9081
NVDA,2024-03-13,2024-03-19,long,5,-2.7363
COST,2024-03-13,2024-03-19,long,5,-0.6392
ORCL,2024-03-13,2024-03-19,long,5,1.2937
BA,2024-03-13,2024-03-19,short,5,1.663
MSFT,2024-03-13,2024-03-19,long,5,1.4761
IBM,2024-03-13,2024-03-19,long,5,-2.2449
MCD,2024-03-14,2024-03-20,short,5,-0.5961
ADBE,2024-03-18,2024-03-22,short,5,-1.6956
GOOGL,2024-03-19,2024-03-25,long,5,1.6184
PEP,2024-03-19,2024-03-25,long,5,0.7825
AXP,2024-03-21,2024-03-27,long,5,-0.0702
F,2024-03-21,2024-03-26,long,4,-3.5659
MS,2024-03-21,2024-03-27,long,5,2.3536
HD,2024-03-22,2024-03-28,long,5,-2.9352
AAPL,2024-03-22,2024-03-28,short,5,-0.1344
BLK,2024-03-22,2024-03-28,long,5,-0.9928
MU,2024-03-22,2024-04-02,long,7,11.8512
AVGO,2024-03-22,2024-03-28,long,5,-1.6758
GS,2024-03-22,2024-03-28,long,5,0.962
NKE,2024-03-25,2024-04-01,short,5,1.3368
V,2024-03-25,2024-04-01,short,5,1.7797
COP,2024-03-26,2024-04-02,long,5,3.5174
DIS,2024-03-26,2024-04-02,long,5,2.8988
F,2024-03-27,2024-03-27,short,1,-4.9839
GE,2024-03-28,2024-04-12,long,11,7.7593
MRK,2024-03-28,2024-04-04,long,5,-3.1043
F,2024-03-28,2024-04-04,long,5,1.1485
HD,2024-04-02,2024-04-08,short,5,1.6075
UNH,2024-04-03,2024-04-09,short,5,-0.3606
SBUX,2024-04-03,2024-04-09,short,5,2.4612
INTC,2024-04-04,2024-04-10,short,5,8.1767
DIS,2024-04-04,2024-04-10,short,5,1.4745
CAT,2024-04-04,2024-04-10,long,5,-0.9899
JNJ,2024-04-04,2024-04-10,short,5,2.6653
PG,2024-04-04,2024-04-10,short,5,-0.6999
AMD,2024-04-05,2024-04-11,short,5,-2.9004
CRM,2024-04-05,2024-04-11,short,5,-1.7522
ABBV,2024-04-05,2024-04-11,short,5,0.1984
GM,2024-04-05,2024-04-11,short,5,-0.4207
AXP,2024-04-05,2024-04-11,short,5,0.5672
BLK,2024-04-05,2024-04-11,short,5,0.705
AMZN,2024-04-08,2024-04-12,long,5,0.5728
CSCO,2024-04-10,2024-04-16,long,5,-4.1792
TMO,2024-04-11,2024-04-17,short,5,4.7675
HD,2024-04-11,2024-04-17,short,5,5.2662
BAC,2024-04-11,2024-04-23,short,9,-4.8541
MS,2024-04-12,2024-04-18,short,5,-3.8726
AAPL,2024-04-12,2024-04-18,long,5,-4.5704
JPM,2024-04-15,2024-04-19,short,5,-1.7006
CRM,2024-04-16,2024-04-22,short,5,-0.4058
UNH,2024-04-17,2024-04-23,long,5,3.6874
JNJ,2024-04-17,2024-04-23,short,5,-3.4502
NFLX,2024-04-22,2024-04-26,short,5,-1.4607
NVDA,2024-04-22,2024-04-26,short,5,-13.9723
AXP,2024-04-22,2024-04-26,long,5,1.991
KO,2024-04-22,2024-04-26,long,5,2.6093
GS,2024-04-23,2024-04-29,long,5,3.2251
F,2024-04-23,2024-04-29,long,5,-1.0093
PEP,2024-04-24,2024-04-24,short,1,-3.6152
GM,2024-04-24,2024-04-30,long,5,-1.2638
GE,2024-04-24,2024-04-30,long,5,-0.4919
TMO,2024-04-24,2024-04-30,long,5,-1.0216
PEP,2024-04-25,2024-05-01,long,5,-1.2739
TSLA,2024-04-25,2024-05-06,long,8,13.9579
TXN,2024-04-25,2024-05-01,long,5,0.2231
MRK,2024-04-26,2024-05-02,long,5,-1.8819
IBM,2024-04-26,2024-05-02,short,5,2.5332
CAT,2024-04-26,2024-05-07,short,8,-2.3345
PFE,2024-04-26,2024-05-01,short,4,-7.4197
META,2024-04-26,2024-05-02,short,5,-0.178
XOM,2024-04-29,2024-05-03,short,5,1.6185
GOOGL,2024-04-29,2024-05-03,long,5,-2.7392
INTC,2024-04-29,2024-05-03,short,5,3.0409
ABBV,2024-04-29,2024-05-03,short,5,-2.6041
COP,2024-05-01,2024-05-07,short,5,1.6325
MSFT,2024-05-01,2024-05-07,short,5,-4.997
F,2024-05-01,2024-05-07,short,5,-1.4461
LLY,2024-05-01,2024-05-13,long,9,-2.9958
CVX,2024-05-01,2024-05-07,short,5,-0.8932
AMD,2024-05-02,2024-05-08,short,5,-6.3098
SBUX,2024-05-02,2024-05-08,short,5,1.1917
PFE,2024-05-02,2024-05-08,long,5,4.0103
JNJ,2024-05-02,2024-05-08,long,5,-1.4751
QCOM,2024-05-03,2024-05-09,long,5,0.2443
AAPL,2024-05-06,2024-05-10,long,5,-0.0446
DIS,2024-05-08,2024-05-14,short,5,0.0347
UBER,2024-05-09,2024-05-15,short,5,-0.4737
MCD,2024-05-13,2024-05-17,long,5,-0.9527
ORCL,2024-05-15,2024-05-21,long,5,3.1108
MRK,2024-05-16,2024-05-22,long,5,-0.4782
CRM,2024-05-16,2024-05-22,long,5,-1.2937
WMT,2024-05-17,2024-05-23,long,5,1.2966
CSCO,2024-05-17,2024-05-23,short,5,3.6396
JPM,2024-05-21,2024-05-28,short,5,-2.053
TSLA,2024-05-22,2024-05-29,long,5,-5.5788
SBUX,2024-05-23,2024-05-30,long,5,-2.4282
PFE,2024-05-23,2024-05-23,long,1,-3.0743
JNJ,2024-05-24,2024-05-31,short,5,1.9874
BA,2024-05-24,2024-05-31,short,5,-3.1767
BRK-B,2024-05-24,2024-05-31,short,5,-2.0966
PFE,2024-05-24,2024-05-31,short,5,-0.0142
NVDA,2024-05-24,2024-06-04,long,7,12.1754
MCD,2024-05-24,2024-05-31,short,5,-0.5136
QCOM,2024-05-28,2024-06-03,long,5,-1.7143
MRK,2024-05-29,2024-06-04,short,5,-2.1059
F,2024-05-29,2024-06-04,short,5,-3.0615
PEP,2024-05-29,2024-06-04,short,5,-0.3647
COP,2024-05-30,2024-06-05,short,5,2.5306
UNH,2024-05-30,2024-06-05,short,5,-3.7682
ORCL,2024-05-31,2024-06-06,short,5,-5.2725
CRM,2024-05-31,2024-05-31,short,1,-7.5363
ADBE,2024-05-31,2024-06-06,short,5,-2.7663
MSFT,2024-05-31,2024-06-06,short,5,-2.3613
GM,2024-06-03,2024-06-07,long,5,1.8907
ABBV,2024-06-03,2024-06-07,long,5,5.0732
CRM,2024-06-03,2024-06-07,long,5,3.1607
CVX,2024-06-03,2024-06-03,long,1,-2.9821
BAC,2024-06-03,2024-06-07,long,5,0.0799
XOM,2024-06-03,2024-06-07,long,5,-3.8462
MCD,2024-06-03,2024-06-07,long,5,-0.3927
CVX,2024-06-04,2024-06-10,short,5,0.4411
CSCO,2024-06-06,2024-06-12,short,5,0.8661
META,2024-06-06,2024-06-12,long,5,2.7835
AVGO,2024-06-06,2024-06-12,long,5,5.8326
MU,2024-06-06,2024-06-12,long,5,5.2651
PYPL,2024-06-07,2024-06-13,long,5,-8.1767
UBER,2024-06-07,2024-06-20,long,9,2.0319
PEP,2024-06-11,2024-06-17,short,5,-0.1746
GM,2024-06-11,2024-06-17,long,5,-0.3574
AAPL,2024-06-12,2024-06-20,long,6,1.2213
AXP,2024-06-12,2024-06-18,short,5,-2.1305
JPM,2024-06-12,2024-06-18,short,5,-1.3876
ORCL,2024-06-13,2024-06-20,long,5,1.8023
AVGO,2024-06-14,2024-06-25,long,7,-5.5498
ADBE,2024-06-17,2024-06-24,long,5,-0.217
GE,2024-06-18,2024-06-25,long,5,-2.1442
MU,2024-06-21,2024-07-05,short,10,8.5843
QCOM,2024-06-21,2024-07-01,short,7,7.2459
XOM,2024-06-25,2024-07-01,long,5,0.7979
GS,2024-06-25,2024-07-01,long,5,0.3398
KO,2024-06-25,2024-07-01,long,5,-1.0786
COP,2024-06-25,2024-07-01,long,5,-0.7033
NVDA,2024-06-25,2024-07-01,short,5,-5.4534
WFC,2024-06-26,2024-06-28,short,3,-3.8069
WMT,2024-06-26,2024-07-02,short,5,-0.9843
HD,2024-06-26,2024-07-02,short,5,0.9261
GM,2024-06-26,2024-07-02,short,5,-1.213
AMZN,2024-06-27,2024-07-03,long,5,2.0557
MA,2024-06-28,2024-07-05,short,5,-1.5397
V,2024-06-28,2024-07-05,short,5,-1.4576
WFC,2024-07-01,2024-07-08,long,5,-0.6398
DIS,2024-07-01,2024-07-08,short,5,1.4791
UNH,2024-07-01,2024-07-08,long,5,-3.9116
NKE,2024-07-01,2024-07-08,short,5,3.0116
MRK,2024-07-01,2024-07-08,short,5,-1.7084
TSLA,2024-07-02,2024-07-11,long,7,14.8528
META,2024-07-08,2024-07-11,long,4,-5.0397
GOOGL,2024-07-08,2024-07-11,long,4,-2.639
WMT,2024-07-08,2024-07-12,long,5,-1.1422
COST,2024-07-08,2024-07-11,long,4,-4.4125
INTC,2024-07-09,2024-07-11,long,3,-1.4416
ORCL,2024-07-10,2024-07-16,short,5,-1.6806
MA,2024-07-11,2024-07-17,short,5,-3.9302
INTC,2024-07-12,2024-07-18,short,5,-4.0288
COST,2024-07-12,2024-07-18,short,5,0.8433
TSLA,2024-07-12,2024-07-18,short,5,-3.5263
HD,2024-07-12,2024-07-23,long,8,1.6478
GOOGL,2024-07-12,2024-07-18,short,5,4.3457
MSFT,2024-07-12,2024-07-18,short,5,3.2199
QCOM,2024-07-12,2024-07-31,short,14,7.3252
META,2024-07-12,2024-07-31,short,14,6.8589
UBER,2024-07-12,2024-07-17,long,4,-6.6775
NFLX,2024-07-12,2024-07-18,short,5,1.4615
IBM,2024-07-15,2024-07-19,long,5,0.2297
F,2024-07-15,2024-07-19,long,5,-0.3564
WFC,2024-07-15,2024-07-16,short,2,-6.361
CAT,2024-07-16,2024-07-23,long,6,-0.0574
BRK-B,2024-07-16,2024-07-22,long,5,0.3591
WFC,2024-07-17,2024-07-23,long,5,-0.9462
BA,2024-07-17,2024-07-30,long,10,0.4354
UNH,2024-07-17,2024-07-24,long,6,1.9823
BAC,2024-07-17,2024-07-23,long,5,-3.8976
BLK,2024-07-17,2024-07-23,long,5,0.0889
SBUX,2024-07-17,2024-07-26,long,8,-1.9335
JNJ,2024-07-18,2024-07-31,long,10,0.8111
AMD,2024-07-18,2024-07-24,short,5,9.584
UBER,2024-07-18,2024-07-24,short,5,3.5526
MU,2024-07-18,2024-07-24,short,5,8.1008
ABBV,2024-07-18,2024-07-24,long,5,0.5363
PEP,2024-07-18,2024-07-24,long,5,-1.0124
LLY,2024-07-18,2024-08-01,short,11,7.7873
NVDA,2024-07-18,2024-07-31,short,10,-2.1877
CSCO,2024-07-18,2024-07-24,long,5,-3.4419
GE,2024-07-18,2024-07-23,short,4,-9.2766
AVGO,2024-07-18,2024-07-31,short,10,-5.3003
GS,2024-07-19,2024-07-25,short,5,-1.1546
JPM,2024-07-19,2024-07-25,short,5,0.6202
TMO,2024-07-19,2024-07-24,short,4,-6.1622
INTC,2024-07-22,2024-07-26,short,5,4.9722
TXN,2024-07-22,2024-07-22,short,1,-3.4053
AXP,2024-07-22,2024-07-26,short,5,-1.5578
F,2024-07-22,2024-08-01,short,9,26.2022
TXN,2024-07-23,2024-07-23,long,1,-3.6866
GE,2024-07-24,2024-07-24,long,1,-5.6395
DIS,2024-07-24,2024-07-30,short,5,-3.1541
GM,2024-07-24,2024-08-01,short,7,6.6142
TXN,2024-07-24,2024-07-30,short,5,-1.408
V,2024-07-25,2024-07-31,short,5,-4.3964
GOOGL,2024-07-25,2024-07-31,short,5,0.508
TSLA,2024-07-25,2024-07-31,short,5,-7.5784
TMO,2024-07-25,2024-08-01,long,6,8.1847
GE,2024-07-25,2024-07-31,short,5,-4.7988
MSFT,2024-07-25,2024-07-31,short,5,2.4114
IBM,2024-07-26,2024-08-01,long,5,-1.2084
ABBV,2024-07-26,2024-08-01,long,5,4.139
PFE,2024-07-29,2024-08-02,long,5,-1.105
MCD,2024-07-30,2024-08-05,long,5,2.6892
PYPL,2024-07-31,2024-08-02,long,3,-3.1563
PG,2024-07-31,2024-08-01,short,2,-2.5032
MRK,2024-07-31,2024-08-06,short,5,3.5583
QCOM,2024-08-01,2024-08-01,long,1,-9.3672
AVGO,2024-08-01,2024-08-01,long,1,-8.5014
MA,2024-08-01,2024-08-05,long,3,-4.6818
NVDA,2024-08-01,2024-08-07,long,5,-15.476
INTC,2024-08-02,2024-08-09,short,6,34.7097
CVX,2024-08-02,2024-08-08,short,5,5.4429
AMD,2024-08-02,2024-08-08,short,5,-3.274
CAT,2024-08-02,2024-08-08,short,5,-1.689
MU,2024-08-02,2024-08-09,short,6,7.6657
BA,2024-08-02,2024-08-08,short,5,5.1742
QCOM,2024-08-02,2024-08-08,short,5,-1.0112
WFC,2024-08-02,2024-08-09,short,6,6.4922
TXN,2024-08-02,2024-08-08,short,5,-0.5637
AVGO,2024-08-02,2024-08-08,short,5,0.0286
PG,2024-08-02,2024-08-08,long,5,3.1263
MS,2024-08-05,2024-08-09,short,5,0.9416
BAC,2024-08-05,2024-08-09,short,5,-1.9632
PYPL,2024-08-05,2024-08-09,short,5,-4.4906
ADBE,2024-08-05,2024-08-09,short,5,-2.114
GE,2024-08-05,2024-08-09,short,5,-4.2231
GS,2024-08-05,2024-08-09,short,5,-4.1989
JPM,2024-08-05,2024-08-09,short,5,-3.3946
AXP,2024-08-05,2024-08-09,short,5,-2.5516
DIS,2024-08-05,2024-08-14,short,8,3.4666
GM,2024-08-05,2024-08-09,short,5,-5.6985
AMZN,2024-08-05,2024-08-09,short,5,0.3607
ORCL,2024-08-06,2024-08-12,short,5,-3.7063
AAPL,2024-08-06,2024-08-12,short,5,-3.9821
V,2024-08-06,2024-08-12,short,5,-1.5511
CSCO,2024-08-06,2024-08-12,short,5,-0.3251
GOOGL,2024-08-06,2024-08-12,short,5,-1.9325
BRK-B,2024-08-06,2024-08-12,short,5,-3.9375
MA,2024-08-06,2024-08-12,short,5,-3.0421
UBER,2024-08-07,2024-08-13,long,5,9.5422
COST,2024-08-09,2024-08-15,long,5,4.5173
LLY,2024-08-09,2024-08-15,long,5,10.3597
NKE,2024-08-14,2024-08-22,long,7,6.2548
SBUX,2024-08-14,2024-08-20,long,5,-2.4274
WMT,2024-08-16,2024-08-22,long,5,3.574
CSCO,2024-08-16,2024-08-22,long,5,3.4824
MCD,2024-08-20,2024-08-26,long,5,0.393
XOM,2024-08-21,2024-08-27,short,5,-2.7161
GM,2024-08-26,2024-08-30,long,5,2.4913
INTC,2024-09-03,2024-09-03,long,1,-8.8022
BA,2024-09-04,2024-09-10,short,5,0.3482
INTC,2024-09-04,2024-09-10,short,5,5.698
NVDA,2024-09-04,2024-09-10,short,5,-0.4438
QCOM,2024-09-04,2024-09-10,short,5,0.2834
MS,2024-09-04,2024-09-10,short,5,2.5859
TXN,2024-09-04,2024-09-10,short,5,0.9075
CAT,2024-09-04,2024-09-10,short,5,1.7629
PEP,2024-09-04,2024-09-10,long,5,0.9147
MU,2024-09-04,2024-09-10,short,5,1.8649
GE,2024-09-04,2024-09-10,short,5,-1.797
GS,2024-09-04,2024-09-17,short,10,0.1231
GOOGL,2024-09-04,2024-09-13,short,8,-0.4952
COP,2024-09-04,2024-09-10,short,5,5.5548
NFLX,2024-09-04,2024-09-10,short,5,0.1547
AMD,2024-09-04,2024-09-10,short,5,-4.5336
BRK-B,2024-09-06,2024-09-12,short,5,3.0824
TSLA,2024-09-09,2024-09-13,short,5,-8.7607
WFC,2024-09-09,2024-09-13,short,5,2.062
AVGO,2024-09-09,2024-09-13,short,5,-19.1223
PYPL,2024-09-09,2024-09-13,short,5,-1.763
V,2024-09-10,2024-09-16,long,5,1.7051
MA,2024-09-10,2024-09-16,long,5,2.1803
PFE,2024-09-10,2024-09-16,long,5,2.2441
JPM,2024-09-11,2024-09-17,short,5,-1.8167
ORCL,2024-09-11,2024-09-23,long,9,6.4533
XOM,2024-09-11,2024-09-17,short,5,-3.0063
GM,2024-09-11,2024-09-17,short,5,-5.8161
SBUX,2024-09-12,2024-09-18,long,5,-2.1181
PG,2024-09-12,2024-09-18,short,5,-0.0532
GE,2024-09-16,2024-09-20,long,5,5.1324
UBER,2024-09-16,2024-09-20,long,5,2.0143
ADBE,2024-09-16,2024-09-20,short,5,2.5314
WMT,2024-09-18,2024-09-24,short,5,-2.6277
GS,2024-09-20,2024-09-26,long,5,-1.3715
PYPL,2024-09-20,2024-09-26,long,5,3.2358
CRM,2024-09-20,2024-09-26,long,5,3.6731
AAPL,2024-09-20,2024-09-26,long,5,-0.5899
CAT,2024-09-20,2024-10-01,long,8,5.111
TSLA,2024-09-20,2024-09-26,long,5,4.2227
META,2024-09-20,2024-09-26,long,5,1.5632
NKE,2024-09-23,2024-09-27,long,5,3.375
V,2024-09-25,2024-10-01,short,5,-1.7805
GM,2024-09-26,2024-10-02,short,5,1.8809
F,2024-09-26,2024-10-02,short,5,-0.7793
MU,2024-09-27,2024-10-03,long,5,-7.3353
WFC,2024-09-27,2024-10-03,long,5,-2.5004
TMO,2024-09-27,2024-10-03,long,5,-2.9726
COP,2024-10-02,2024-10-08,long,5,1.3075
NKE,2024-10-03,2024-10-09,short,5,0.6997
AXP,2024-10-07,2024-10-11,long,5,0.0689
MS,2024-10-07,2024-10-11,long,5,2.3916
JPM,2024-10-07,2024-10-18,long,10,6.6992
WMT,2024-10-08,2024-10-14,short,5,-1.5092
DIS,2024-10-08,2024-10-14,short,5,-2.7568
ADBE,2024-10-08,2024-10-14,short,5,-4.5585
PFE,2024-10-10,2024-10-16,long,5,-1.7224
IBM,2024-10-10,2024-10-16,long,5,-0.2689
UBER,2024-10-14,2024-10-18,long,5,-8.316
BAC,2024-10-14,2024-10-18,long,5,0.882
BLK,2024-10-14,2024-10-18,long,5,1.6925
WFC,2024-10-14,2024-10-18,long,5,5.5255
TSLA,2024-10-14,2024-10-18,short,5,-1.325
QCOM,2024-10-15,2024-10-21,long,5,-5.0719
AMD,2024-10-16,2024-10-22,short,5,1.5787
UNH,2024-10-16,2024-10-22,short,5,-2.4669
COP,2024-10-16,2024-10-22,short,5,0.1849
XOM,2024-10-16,2024-10-22,short,5,-0.2948
TXN,2024-10-16,2024-10-22,short,5,2.9819
V,2024-10-17,2024-10-23,long,5,-1.3077
CSCO,2024-10-17,2024-10-23,long,5,-0.1774
MS,2024-10-17,2024-10-23,long,5,-1.0292
NFLX,2024-10-21,2024-10-25,long,5,-1.2057
AXP,2024-10-21,2024-10-25,short,5,3.4637
GE,2024-10-23,2024-10-29,short,5,1.3544
GM,2024-10-23,2024-10-29,long,5,-4.0759
TXN,2024-10-24,2024-10-30,long,5,3.0683
META,2024-10-24,2024-10-30,short,5,-4.8365
KO,2024-10-24,2024-10-30,short,5,3.1228
MCD,2024-10-24,2024-11-01,short,7,0.9883
TSLA,2024-10-25,2024-10-31,long,5,-4.0809
IBM,2024-10-25,2024-10-31,short,5,5.512
TMO,2024-10-25,2024-10-31,short,5,2.0038
PYPL,2024-10-30,2024-11-05,short,5,1.1121
F,2024-10-30,2024-11-05,short,5,-1.9004
ABBV,2024-10-31,2024-11-06,long,5,-0.1489
GOOGL,2024-10-31,2024-11-13,long,10,2.5335
LLY,2024-10-31,2024-11-06,short,5,8.8369
QCOM,2024-10-31,2024-11-06,short,5,-3.3864
AMD,2024-10-31,2024-11-06,short,5,2.2212
V,2024-10-31,2024-11-13,long,10,6.8612
AMZN,2024-11-01,2024-11-01,short,1,-6.1856
COP,2024-11-01,2024-11-13,long,9,2.7948
UBER,2024-11-01,2024-11-07,short,5,-1.5467
ORCL,2024-11-01,2024-11-06,short,4,-7.7059
MSFT,2024-11-01,2024-11-07,short,5,-4.5592
MA,2024-11-01,2024-11-06,short,4,-4.2542
META,2024-11-01,2024-11-07,short,5,-4.2443
AMZN,2024-11-04,2024-11-13,long,8,8.1696
INTC,2024-11-04,2024-11-13,long,8,7.4138
CVX,2024-11-04,2024-11-13,long,8,3.6911
XOM,2024-11-05,2024-11-11,long,5,1.5682
BRK-B,2024-11-05,2024-11-06,short,2,-5.9493
GS,2024-11-06,2024-11-13,long,6,12.7638
AXP,2024-11-07,2024-11-13,long,5,-2.5478
NKE,2024-11-07,2024-11-13,short,5,-1.5837
MA,2024-11-07,2024-11-13,long,5,0.1439
UNH,2024-11-07,2024-11-13,long,5,1.5385
TXN,2024-11-07,2024-11-13,long,5,-4.3029
CAT,2024-11-07,2024-11-13,long,5,-7.1507
TSLA,2024-11-07,2024-11-18,long,8,17.402
BAC,2024-11-07,2024-11-13,long,5,1.013
KO,2024-11-07,2024-11-13,short,5,1.1
HD,2024-11-07,2024-11-13,short,5,-5.4693
JPM,2024-11-07,2024-11-07,long,1,-4.3228
ADBE,2024-11-07,2024-11-15,long,7,-0.2892
ORCL,2024-11-07,2024-11-13,long,5,4.6292
MU,2024-11-07,2024-11-13,long,5,-10.6501
PG,2024-11-07,2024-11-08,short,2,-4.0582
BRK-B,2024-11-07,2024-11-13,long,5,-0.1706
WFC,2024-11-07,2024-11-13,long,5,0.9925
CSCO,2024-11-07,2024-11-13,long,5,2.2637
F,2024-11-07,2024-11-13,long,5,0.5435
MS,2024-11-07,2024-11-13,long,5,0.9659
CRM,2024-11-07,2024-11-18,long,8,5.0016
JPM,2024-11-08,2024-11-14,short,5,-2.2851
COST,2024-11-11,2024-11-15,long,5,-3.8917
PG,2024-11-11,2024-11-15,long,5,1.0912
ABBV,2024-11-12,2024-11-18,short,5,4.7742
PYPL,2024-11-12,2024-11-18,long,5,-2.611
DIS,2024-11-15,2024-11-22,long,6,5.9842
LLY,2024-11-18,2024-11-22,short,5,-0.4156
AMZN,2024-11-18,2024-11-22,short,5,2.6996
ADBE,2024-11-18,2024-11-22,short,5,-1.7527
PFE,2024-11-18,2024-11-22,short,5,-3.3743
META,2024-11-18,2024-11-22,short,5,-0.9323
PEP,2024-11-18,2024-11-22,short,5,-2.1336
TMO,2024-11-18,2024-11-22,short,5,-0.1246
UBER,2024-11-19,2024-11-25,short,5,-5.7113
WMT,2024-11-20,2024-11-26,long,5,5.4388
UNH,2024-11-21,2024-11-27,long,5,1.3123
QCOM,2024-11-21,2024-11-27,short,5,-1.4066
COST,2024-11-22,2024-11-29,long,5,1.6983
GOOGL,2024-11-22,2024-11-29,short,5,-0.8488
IBM,2024-11-22,2024-11-29,long,5,2.2527
